user_id,Learning Path ID,Total Certifications,Average Performance,id,User Name
846.0,15.0,14,88.0,846,Dr. Alyssa Cunningham MD
846.0,16.0,14,81.0,846,Dr. Alyssa Cunningham MD
846.0,17.0,14,75.0,846,Dr. Alyssa Cunningham MD
846.0,18.0,14,77.0,846,Dr. Alyssa Cunningham MD
846.0,19.0,14,81.0,846,Dr. Alyssa Cunningham MD
847.0,2.0,12,79.0,847,Rachel Morales
847.0,7.0,12,70.0,847,Rachel Morales
847.0,10.0,12,88.0,847,Rachel Morales
847.0,13.0,12,96.0,847,Rachel Morales
847.0,14.0,12,69.0,847,Rachel Morales
847.0,15.0,12,79.0,847,Rachel Morales
847.0,17.0,12,77.5,847,Rachel Morales
847.0,19.0,12,79.0,847,Rachel Morales
848.0,2.0,10,80.5,848,Robert Pitts
848.0,3.0,10,81.0,848,Robert Pitts
848.0,8.0,10,77.0,848,Robert Pitts
848.0,14.0,10,71.0,848,Robert Pitts
848.0,15.0,10,74.0,848,Robert Pitts
848.0,16.0,10,75.0,848,Robert Pitts
848.0,17.0,10,65.0,848,Robert Pitts
849.0,2.0,10,75.25,849,Joseph Lara
849.0,4.0,10,76.0,849,Joseph Lara
849.0,10.0,10,81.0,849,Joseph Lara
849.0,13.0,10,68.0,849,Joseph Lara
849.0,14.0,10,85.0,849,Joseph Lara
849.0,17.0,10,74.0,849,Joseph Lara
849.0,18.0,10,87.0,849,Joseph Lara
850.0,1.0,15,89.0,850,Stephanie Alvarez
850.0,2.0,15,71.5,850,Stephanie Alvarez
850.0,3.0,15,82.0,850,Stephanie Alvarez
850.0,5.0,15,90.0,850,Stephanie Alvarez
850.0,6.0,15,95.0,850,Stephanie Alvarez
850.0,13.0,15,81.0,850,Stephanie Alvarez
850.0,15.0,15,73.5,850,Stephanie Alvarez
850.0,16.0,15,72.0,850,Stephanie Alvarez
850.0,17.0,15,78.0,850,Stephanie Alvarez
850.0,18.0,15,86.0,850,Stephanie Alvarez
851.0,1.0,12,79.0,851,Robert Baker
851.0,2.0,12,83.25,851,Robert Baker
851.0,6.0,12,84.5,851,Robert Baker
851.0,9.0,12,79.5,851,Robert Baker
851.0,10.0,12,84.0,851,Robert Baker
851.0,14.0,12,91.0,851,Robert Baker
851.0,17.0,12,88.0,851,Robert Baker
852.0,2.0,11,78.25,852,Patricia Buchanan
852.0,6.0,11,81.0,852,Patricia Buchanan
852.0,8.0,11,72.0,852,Patricia Buchanan
852.0,9.0,11,80.5,852,Patricia Buchanan
852.0,12.0,11,87.0,852,Patricia Buchanan
852.0,17.0,11,83.0,852,Patricia Buchanan
852.0,20.0,11,66.0,852,Patricia Buchanan
853.0,1.0,15,78.0,853,Jean Andrews
853.0,2.0,15,75.25,853,Jean Andrews
853.0,7.0,15,82.0,853,Jean Andrews
853.0,9.0,15,86.0,853,Jean Andrews
853.0,11.0,15,92.0,853,Jean Andrews
853.0,12.0,15,83.0,853,Jean Andrews
853.0,13.0,15,86.0,853,Jean Andrews
853.0,16.0,15,83.0,853,Jean Andrews
853.0,17.0,15,81.0,853,Jean Andrews
853.0,19.0,15,74.0,853,Jean Andrews
854.0,2.0,10,76.75,854,Amanda Burns
854.0,11.0,10,95.0,854,Amanda Burns
854.0,12.0,10,79.0,854,Amanda Burns
854.0,17.0,10,73.5,854,Amanda Burns
854.0,19.0,10,78.0,854,Amanda Burns
854.0,20.0,10,77.0,854,Amanda Burns
855.0,1.0,10,75.0,855,Steven Chapman
855.0,2.0,10,79.5,855,Steven Chapman
855.0,6.0,10,66.0,855,Steven Chapman
855.0,8.0,10,71.5,855,Steven Chapman
855.0,17.0,10,89.0,855,Steven Chapman
855.0,18.0,10,82.0,855,Steven Chapman
856.0,2.0,10,81.5,856,Tim Guerrero
856.0,11.0,10,73.0,856,Tim Guerrero
856.0,16.0,10,94.0,856,Tim Guerrero
856.0,17.0,10,84.5,856,Tim Guerrero
856.0,18.0,10,96.0,856,Tim Guerrero
856.0,19.0,10,87.0,856,Tim Guerrero
857.0,2.0,14,82.0,857,Connie Jones
857.0,6.0,14,75.5,857,Connie Jones
857.0,7.0,14,77.0,857,Connie Jones
857.0,9.0,14,80.0,857,Connie Jones
857.0,10.0,14,83.0,857,Connie Jones
857.0,12.0,14,69.0,857,Connie Jones
857.0,17.0,14,73.0,857,Connie Jones
857.0,18.0,14,70.0,857,Connie Jones
858.0,1.0,12,77.0,858,Heather Smith
858.0,2.0,12,78.0,858,Heather Smith
858.0,5.0,12,90.0,858,Heather Smith
858.0,7.0,12,77.0,858,Heather Smith
858.0,9.0,12,84.0,858,Heather Smith
858.0,10.0,12,80.0,858,Heather Smith
858.0,17.0,12,77.0,858,Heather Smith
858.0,18.0,12,77.0,858,Heather Smith
858.0,20.0,12,81.0,858,Heather Smith
859.0,1.0,13,80.0,859,Stephanie Mendoza
859.0,2.0,13,84.67,859,Stephanie Mendoza
859.0,3.0,13,85.0,859,Stephanie Mendoza
859.0,6.0,13,94.0,859,Stephanie Mendoza
859.0,8.0,13,79.0,859,Stephanie Mendoza
859.0,10.0,13,70.0,859,Stephanie Mendoza
859.0,11.0,13,85.0,859,Stephanie Mendoza
859.0,14.0,13,74.0,859,Stephanie Mendoza
859.0,17.0,13,79.5,859,Stephanie Mendoza
859.0,20.0,13,83.0,859,Stephanie Mendoza
860.0,1.0,14,63.0,860,Rebecca Mcmillan
860.0,2.0,14,76.75,860,Rebecca Mcmillan
860.0,3.0,14,97.0,860,Rebecca Mcmillan
860.0,4.0,14,86.0,860,Rebecca Mcmillan
860.0,5.0,14,73.0,860,Rebecca Mcmillan
860.0,8.0,14,83.0,860,Rebecca Mcmillan
860.0,9.0,14,78.0,860,Rebecca Mcmillan
860.0,12.0,14,69.0,860,Rebecca Mcmillan
860.0,16.0,14,81.0,860,Rebecca Mcmillan
860.0,17.0,14,85.0,860,Rebecca Mcmillan
860.0,19.0,14,84.0,860,Rebecca Mcmillan
861.0,2.0,14,87.75,861,Nancy Moore
861.0,6.0,14,82.0,861,Nancy Moore
861.0,8.0,14,81.0,861,Nancy Moore
861.0,11.0,14,72.0,861,Nancy Moore
861.0,15.0,14,74.5,861,Nancy Moore
861.0,17.0,14,77.0,861,Nancy Moore
861.0,19.0,14,77.0,861,Nancy Moore
861.0,20.0,14,78.33,861,Nancy Moore
862.0,1.0,13,76.0,862,Alexandra Baldwin
862.0,2.0,13,81.75,862,Alexandra Baldwin
862.0,3.0,13,79.0,862,Alexandra Baldwin
862.0,4.0,13,70.0,862,Alexandra Baldwin
862.0,5.0,13,79.0,862,Alexandra Baldwin
862.0,9.0,13,92.0,862,Alexandra Baldwin
862.0,10.0,13,75.0,862,Alexandra Baldwin
862.0,14.0,13,67.0,862,Alexandra Baldwin
862.0,17.0,13,89.0,862,Alexandra Baldwin
862.0,18.0,13,81.0,862,Alexandra Baldwin
863.0,2.0,13,84.0,863,Dominique Price
863.0,3.0,13,85.0,863,Dominique Price
863.0,5.0,13,76.5,863,Dominique Price
863.0,9.0,13,94.0,863,Dominique Price
863.0,12.0,13,85.0,863,Dominique Price
863.0,13.0,13,86.5,863,Dominique Price
863.0,17.0,13,73.0,863,Dominique Price
864.0,1.0,15,69.0,864,Donald Camacho
864.0,2.0,15,79.0,864,Donald Camacho
864.0,5.0,15,80.0,864,Donald Camacho
864.0,8.0,15,68.0,864,Donald Camacho
864.0,9.0,15,83.0,864,Donald Camacho
864.0,10.0,15,83.0,864,Donald Camacho
864.0,11.0,15,86.0,864,Donald Camacho
864.0,14.0,15,61.0,864,Donald Camacho
864.0,17.0,15,78.0,864,Donald Camacho
864.0,19.0,15,74.5,864,Donald Camacho
865.0,1.0,14,68.0,865,Jose Oconnor
865.0,2.0,14,83.5,865,Jose Oconnor
865.0,7.0,14,87.0,865,Jose Oconnor
865.0,9.0,14,87.5,865,Jose Oconnor
865.0,10.0,14,78.0,865,Jose Oconnor
865.0,12.0,14,77.0,865,Jose Oconnor
865.0,14.0,14,86.0,865,Jose Oconnor
865.0,15.0,14,71.0,865,Jose Oconnor
865.0,16.0,14,72.0,865,Jose Oconnor
865.0,17.0,14,72.0,865,Jose Oconnor
866.0,2.0,12,82.75,866,Margaret Garcia
866.0,5.0,12,79.0,866,Margaret Garcia
866.0,7.0,12,86.0,866,Margaret Garcia
866.0,11.0,12,73.5,866,Margaret Garcia
866.0,12.0,12,78.0,866,Margaret Garcia
866.0,19.0,12,80.0,866,Margaret Garcia
867.0,2.0,11,78.0,867,Lauren Elliott
867.0,4.0,11,80.0,867,Lauren Elliott
867.0,6.0,11,78.0,867,Lauren Elliott
867.0,11.0,11,85.0,867,Lauren Elliott
867.0,12.0,11,69.0,867,Lauren Elliott
867.0,14.0,11,84.0,867,Lauren Elliott
867.0,16.0,11,88.0,867,Lauren Elliott
867.0,17.0,11,85.0,867,Lauren Elliott
867.0,18.0,11,88.0,867,Lauren Elliott
868.0,2.0,10,83.5,868,Jennifer Montes
868.0,3.0,10,77.0,868,Jennifer Montes
868.0,5.0,10,80.0,868,Jennifer Montes
868.0,7.0,10,80.0,868,Jennifer Montes
868.0,16.0,10,85.0,868,Jennifer Montes
868.0,17.0,10,76.0,868,Jennifer Montes
868.0,20.0,10,68.0,868,Jennifer Montes
869.0,1.0,14,88.0,869,Carla Oliver
869.0,2.0,14,80.0,869,Carla Oliver
869.0,3.0,14,82.0,869,Carla Oliver
869.0,4.0,14,83.0,869,Carla Oliver
869.0,5.0,14,88.0,869,Carla Oliver
869.0,7.0,14,75.0,869,Carla Oliver
869.0,10.0,14,87.0,869,Carla Oliver
869.0,13.0,14,75.0,869,Carla Oliver
869.0,17.0,14,87.0,869,Carla Oliver
869.0,18.0,14,81.0,869,Carla Oliver
869.0,19.0,14,86.0,869,Carla Oliver
870.0,2.0,11,79.25,870,Justin Norton
870.0,5.0,11,84.0,870,Justin Norton
870.0,7.0,11,91.0,870,Justin Norton
870.0,8.0,11,83.0,870,Justin Norton
870.0,17.0,11,92.0,870,Justin Norton
870.0,20.0,11,79.0,870,Justin Norton
871.0,2.0,13,81.75,871,Dennis Stephenson
871.0,8.0,13,89.0,871,Dennis Stephenson
871.0,9.0,13,76.0,871,Dennis Stephenson
871.0,15.0,13,83.0,871,Dennis Stephenson
871.0,16.0,13,74.5,871,Dennis Stephenson
871.0,17.0,13,78.0,871,Dennis Stephenson
871.0,18.0,13,66.0,871,Dennis Stephenson
871.0,19.0,13,73.0,871,Dennis Stephenson
872.0,1.0,15,89.0,872,Lisa Reilly
872.0,2.0,15,80.75,872,Lisa Reilly
872.0,4.0,15,82.0,872,Lisa Reilly
872.0,7.0,15,78.5,872,Lisa Reilly
872.0,8.0,15,80.0,872,Lisa Reilly
872.0,11.0,15,89.0,872,Lisa Reilly
872.0,14.0,15,94.0,872,Lisa Reilly
872.0,15.0,15,80.0,872,Lisa Reilly
872.0,17.0,15,78.0,872,Lisa Reilly
872.0,19.0,15,87.0,872,Lisa Reilly
873.0,2.0,13,84.0,873,Brandon Webb
873.0,6.0,13,71.0,873,Brandon Webb
873.0,7.0,13,97.0,873,Brandon Webb
873.0,10.0,13,88.0,873,Brandon Webb
873.0,12.0,13,88.0,873,Brandon Webb
873.0,15.0,13,76.0,873,Brandon Webb
873.0,16.0,13,71.0,873,Brandon Webb
873.0,17.0,13,78.5,873,Brandon Webb
873.0,18.0,13,81.0,873,Brandon Webb
874.0,2.0,12,79.0,874,Andrew Smith
874.0,5.0,12,77.0,874,Andrew Smith
874.0,6.0,12,92.0,874,Andrew Smith
874.0,8.0,12,75.0,874,Andrew Smith
874.0,9.0,12,79.0,874,Andrew Smith
874.0,14.0,12,74.0,874,Andrew Smith
874.0,16.0,12,79.0,874,Andrew Smith
874.0,17.0,12,78.0,874,Andrew Smith
874.0,20.0,12,87.0,874,Andrew Smith
875.0,2.0,12,76.25,875,Elizabeth Espinoza
875.0,7.0,12,85.0,875,Elizabeth Espinoza
875.0,8.0,12,85.0,875,Elizabeth Espinoza
875.0,10.0,12,79.0,875,Elizabeth Espinoza
875.0,15.0,12,65.0,875,Elizabeth Espinoza
875.0,17.0,12,71.0,875,Elizabeth Espinoza
875.0,18.0,12,69.5,875,Elizabeth Espinoza
876.0,2.0,11,78.0,876,Crystal Wright
876.0,3.0,11,91.0,876,Crystal Wright
876.0,6.0,11,88.0,876,Crystal Wright
876.0,17.0,11,70.0,876,Crystal Wright
876.0,18.0,11,82.0,876,Crystal Wright
876.0,19.0,11,80.0,876,Crystal Wright
876.0,20.0,11,79.5,876,Crystal Wright
877.0,2.0,13,82.25,877,Shelley Harper
877.0,7.0,13,74.0,877,Shelley Harper
877.0,10.0,13,74.5,877,Shelley Harper
877.0,11.0,13,81.0,877,Shelley Harper
877.0,16.0,13,81.0,877,Shelley Harper
877.0,17.0,13,82.0,877,Shelley Harper
877.0,18.0,13,82.0,877,Shelley Harper
877.0,19.0,13,76.0,877,Shelley Harper
878.0,2.0,15,76.25,878,Carrie Griffith
878.0,3.0,15,73.5,878,Carrie Griffith
878.0,4.0,15,76.5,878,Carrie Griffith
878.0,6.0,15,80.0,878,Carrie Griffith
878.0,7.0,15,79.0,878,Carrie Griffith
878.0,10.0,15,79.0,878,Carrie Griffith
878.0,14.0,15,85.0,878,Carrie Griffith
878.0,15.0,15,74.0,878,Carrie Griffith
878.0,17.0,15,76.5,878,Carrie Griffith
879.0,2.0,12,84.75,879,Connor Jones
879.0,5.0,12,89.0,879,Connor Jones
879.0,6.0,12,78.0,879,Connor Jones
879.0,7.0,12,76.0,879,Connor Jones
879.0,10.0,12,84.0,879,Connor Jones
879.0,16.0,12,96.0,879,Connor Jones
879.0,17.0,12,85.0,879,Connor Jones
879.0,20.0,12,79.5,879,Connor Jones
880.0,1.0,12,82.5,880,Raymond Li
880.0,2.0,12,74.67,880,Raymond Li
880.0,4.0,12,78.0,880,Raymond Li
880.0,5.0,12,75.5,880,Raymond Li
880.0,6.0,12,79.0,880,Raymond Li
880.0,9.0,12,76.0,880,Raymond Li
880.0,13.0,12,89.0,880,Raymond Li
880.0,17.0,12,78.0,880,Raymond Li
881.0,1.0,14,77.0,881,Daniel Jones
881.0,2.0,14,74.25,881,Daniel Jones
881.0,7.0,14,87.0,881,Daniel Jones
881.0,9.0,14,69.0,881,Daniel Jones
881.0,12.0,14,84.0,881,Daniel Jones
881.0,15.0,14,75.0,881,Daniel Jones
881.0,17.0,14,86.5,881,Daniel Jones
881.0,18.0,14,81.0,881,Daniel Jones
881.0,19.0,14,94.0,881,Daniel Jones
882.0,2.0,11,75.8,882,Daniel Ritter
882.0,3.0,11,82.0,882,Daniel Ritter
882.0,8.0,11,76.0,882,Daniel Ritter
882.0,15.0,11,75.0,882,Daniel Ritter
882.0,18.0,11,78.0,882,Daniel Ritter
882.0,19.0,11,68.0,882,Daniel Ritter
883.0,2.0,10,76.25,883,Andrew Castillo
883.0,7.0,10,73.0,883,Andrew Castillo
883.0,11.0,10,82.0,883,Andrew Castillo
883.0,12.0,10,71.0,883,Andrew Castillo
883.0,15.0,10,82.0,883,Andrew Castillo
883.0,17.0,10,75.0,883,Andrew Castillo
883.0,18.0,10,71.0,883,Andrew Castillo
884.0,2.0,11,75.75,884,Stephen Jensen
884.0,3.0,11,87.0,884,Stephen Jensen
884.0,4.0,11,72.0,884,Stephen Jensen
884.0,7.0,11,80.0,884,Stephen Jensen
884.0,9.0,11,66.0,884,Stephen Jensen
884.0,10.0,11,87.0,884,Stephen Jensen
884.0,12.0,11,76.0,884,Stephen Jensen
884.0,17.0,11,78.0,884,Stephen Jensen
885.0,1.0,14,74.0,885,Patrick Sullivan
885.0,2.0,14,75.75,885,Patrick Sullivan
885.0,3.0,14,85.0,885,Patrick Sullivan
885.0,8.0,14,79.0,885,Patrick Sullivan
885.0,9.0,14,81.0,885,Patrick Sullivan
885.0,13.0,14,72.0,885,Patrick Sullivan
885.0,14.0,14,77.0,885,Patrick Sullivan
885.0,17.0,14,89.0,885,Patrick Sullivan
885.0,19.0,14,76.0,885,Patrick Sullivan
886.0,2.0,11,75.25,886,Henry Hurley
886.0,3.0,11,71.0,886,Henry Hurley
886.0,6.0,11,84.5,886,Henry Hurley
886.0,7.0,11,88.0,886,Henry Hurley
886.0,10.0,11,91.0,886,Henry Hurley
886.0,11.0,11,83.0,886,Henry Hurley
886.0,17.0,11,82.0,886,Henry Hurley
887.0,2.0,12,76.0,887,Nicole Pope
887.0,6.0,12,86.0,887,Nicole Pope
887.0,10.0,12,86.0,887,Nicole Pope
887.0,11.0,12,76.0,887,Nicole Pope
887.0,12.0,12,92.0,887,Nicole Pope
887.0,13.0,12,80.0,887,Nicole Pope
887.0,16.0,12,80.0,887,Nicole Pope
887.0,17.0,12,81.0,887,Nicole Pope
888.0,2.0,12,77.25,888,Heather Newman
888.0,6.0,12,69.0,888,Heather Newman
888.0,8.0,12,79.0,888,Heather Newman
888.0,9.0,12,77.0,888,Heather Newman
888.0,12.0,12,74.5,888,Heather Newman
888.0,14.0,12,76.0,888,Heather Newman
888.0,16.0,12,90.0,888,Heather Newman
888.0,17.0,12,86.0,888,Heather Newman
889.0,2.0,13,89.0,889,Christina Smith
889.0,3.0,13,82.0,889,Christina Smith
889.0,8.0,13,79.0,889,Christina Smith
889.0,9.0,13,77.0,889,Christina Smith
889.0,12.0,13,72.0,889,Christina Smith
889.0,14.0,13,74.0,889,Christina Smith
889.0,16.0,13,77.0,889,Christina Smith
889.0,17.0,13,96.0,889,Christina Smith
889.0,20.0,13,66.0,889,Christina Smith
890.0,1.0,15,82.0,890,Maria Kramer
890.0,2.0,15,82.5,890,Maria Kramer
890.0,5.0,15,68.0,890,Maria Kramer
890.0,6.0,15,87.0,890,Maria Kramer
890.0,8.0,15,94.0,890,Maria Kramer
890.0,14.0,15,87.0,890,Maria Kramer
890.0,15.0,15,74.0,890,Maria Kramer
890.0,16.0,15,73.0,890,Maria Kramer
890.0,17.0,15,82.33,890,Maria Kramer
891.0,2.0,10,77.75,891,Jack Mullins
891.0,6.0,10,82.0,891,Jack Mullins
891.0,15.0,10,76.0,891,Jack Mullins
891.0,17.0,10,80.5,891,Jack Mullins
891.0,19.0,10,79.0,891,Jack Mullins
892.0,2.0,13,80.25,892,Glenn Torres
892.0,10.0,13,67.0,892,Glenn Torres
892.0,12.0,13,76.0,892,Glenn Torres
892.0,15.0,13,82.0,892,Glenn Torres
892.0,16.0,13,81.0,892,Glenn Torres
892.0,17.0,13,69.0,892,Glenn Torres
892.0,18.0,13,76.0,892,Glenn Torres
892.0,20.0,13,66.0,892,Glenn Torres
893.0,2.0,13,79.5,893,Danny Bowers
893.0,3.0,13,82.0,893,Danny Bowers
893.0,5.0,13,72.0,893,Danny Bowers
893.0,11.0,13,83.0,893,Danny Bowers
893.0,13.0,13,92.0,893,Danny Bowers
893.0,15.0,13,82.0,893,Danny Bowers
893.0,17.0,13,90.0,893,Danny Bowers
893.0,19.0,13,80.0,893,Danny Bowers
893.0,20.0,13,80.0,893,Danny Bowers
894.0,2.0,14,82.5,894,Sandra Taylor
894.0,5.0,14,72.0,894,Sandra Taylor
894.0,9.0,14,70.0,894,Sandra Taylor
894.0,12.0,14,74.0,894,Sandra Taylor
894.0,15.0,14,73.0,894,Sandra Taylor
894.0,16.0,14,81.0,894,Sandra Taylor
894.0,17.0,14,73.5,894,Sandra Taylor
894.0,20.0,14,82.0,894,Sandra Taylor
895.0,1.0,13,84.0,895,Amy Burns PhD
895.0,2.0,13,82.0,895,Amy Burns PhD
895.0,3.0,13,81.0,895,Amy Burns PhD
895.0,5.0,13,83.0,895,Amy Burns PhD
895.0,6.0,13,78.5,895,Amy Burns PhD
895.0,11.0,13,82.0,895,Amy Burns PhD
895.0,14.0,13,73.0,895,Amy Burns PhD
895.0,16.0,13,92.0,895,Amy Burns PhD
895.0,17.0,13,84.0,895,Amy Burns PhD
896.0,2.0,12,79.25,896,Brittany Walsh
896.0,4.0,12,81.0,896,Brittany Walsh
896.0,5.0,12,82.0,896,Brittany Walsh
896.0,9.0,12,68.0,896,Brittany Walsh
896.0,11.0,12,86.0,896,Brittany Walsh
896.0,13.0,12,80.5,896,Brittany Walsh
896.0,17.0,12,90.0,896,Brittany Walsh
896.0,18.0,12,79.0,896,Brittany Walsh
897.0,2.0,11,80.75,897,Scott Welch
897.0,5.0,11,82.0,897,Scott Welch
897.0,6.0,11,89.0,897,Scott Welch
897.0,13.0,11,75.0,897,Scott Welch
897.0,14.0,11,84.0,897,Scott Welch
897.0,17.0,11,87.5,897,Scott Welch
897.0,18.0,11,88.0,897,Scott Welch
898.0,2.0,10,79.0,898,Catherine Casey
898.0,9.0,10,70.0,898,Catherine Casey
898.0,11.0,10,94.0,898,Catherine Casey
898.0,17.0,10,85.5,898,Catherine Casey
898.0,18.0,10,89.0,898,Catherine Casey
898.0,20.0,10,68.0,898,Catherine Casey
899.0,2.0,14,75.75,899,Amy Newman
899.0,4.0,14,90.0,899,Amy Newman
899.0,5.0,14,81.0,899,Amy Newman
899.0,6.0,14,87.0,899,Amy Newman
899.0,16.0,14,77.0,899,Amy Newman
899.0,17.0,14,81.0,899,Amy Newman
899.0,19.0,14,79.0,899,Amy Newman
900.0,2.0,11,80.25,900,Joshua Guerra
900.0,4.0,11,89.0,900,Joshua Guerra
900.0,6.0,11,74.0,900,Joshua Guerra
900.0,7.0,11,79.0,900,Joshua Guerra
900.0,11.0,11,79.0,900,Joshua Guerra
900.0,17.0,11,72.0,900,Joshua Guerra
900.0,18.0,11,82.0,900,Joshua Guerra
900.0,20.0,11,68.0,900,Joshua Guerra
901.0,1.0,15,72.0,901,Lacey Cross
901.0,2.0,15,78.0,901,Lacey Cross
901.0,4.0,15,80.0,901,Lacey Cross
901.0,7.0,15,74.0,901,Lacey Cross
901.0,14.0,15,81.0,901,Lacey Cross
901.0,15.0,15,77.0,901,Lacey Cross
901.0,16.0,15,84.5,901,Lacey Cross
901.0,17.0,15,76.0,901,Lacey Cross
901.0,18.0,15,81.0,901,Lacey Cross
902.0,1.0,15,80.0,902,Jose Miller
902.0,2.0,15,75.4,902,Jose Miller
902.0,6.0,15,70.0,902,Jose Miller
902.0,7.0,15,84.0,902,Jose Miller
902.0,9.0,15,79.0,902,Jose Miller
902.0,10.0,15,77.0,902,Jose Miller
902.0,14.0,15,81.0,902,Jose Miller
902.0,16.0,15,72.0,902,Jose Miller
902.0,17.0,15,76.0,902,Jose Miller
902.0,19.0,15,84.5,902,Jose Miller
903.0,2.0,13,85.25,903,Roger Hatfield
903.0,5.0,13,88.0,903,Roger Hatfield
903.0,9.0,13,83.0,903,Roger Hatfield
903.0,10.0,13,83.0,903,Roger Hatfield
903.0,13.0,13,78.0,903,Roger Hatfield
903.0,14.0,13,71.5,903,Roger Hatfield
903.0,17.0,13,85.0,903,Roger Hatfield
903.0,19.0,13,74.0,903,Roger Hatfield
903.0,20.0,13,70.0,903,Roger Hatfield
904.0,2.0,10,80.0,904,Paul Boone
904.0,4.0,10,76.0,904,Paul Boone
904.0,16.0,10,87.0,904,Paul Boone
904.0,17.0,10,84.0,904,Paul Boone
904.0,18.0,10,89.0,904,Paul Boone
905.0,1.0,15,78.0,905,Hannah Sullivan
905.0,2.0,15,72.2,905,Hannah Sullivan
905.0,3.0,15,84.0,905,Hannah Sullivan
905.0,7.0,15,93.0,905,Hannah Sullivan
905.0,10.0,15,88.0,905,Hannah Sullivan
905.0,11.0,15,77.5,905,Hannah Sullivan
905.0,15.0,15,79.0,905,Hannah Sullivan
905.0,17.0,15,97.0,905,Hannah Sullivan
905.0,19.0,15,92.0,905,Hannah Sullivan
906.0,1.0,13,75.5,906,Anthony Warren
906.0,2.0,13,75.0,906,Anthony Warren
906.0,4.0,13,91.0,906,Anthony Warren
906.0,9.0,13,83.0,906,Anthony Warren
906.0,10.0,13,90.0,906,Anthony Warren
906.0,11.0,13,80.0,906,Anthony Warren
906.0,12.0,13,76.0,906,Anthony Warren
906.0,17.0,13,84.0,906,Anthony Warren
906.0,19.0,13,74.0,906,Anthony Warren
907.0,2.0,14,75.0,907,James Mosley
907.0,12.0,14,94.0,907,James Mosley
907.0,13.0,14,81.5,907,James Mosley
907.0,14.0,14,75.0,907,James Mosley
907.0,17.0,14,82.0,907,James Mosley
907.0,18.0,14,75.0,907,James Mosley
907.0,19.0,14,66.0,907,James Mosley
907.0,20.0,14,69.0,907,James Mosley
908.0,1.0,11,81.0,908,Lee Garcia
908.0,2.0,11,74.75,908,Lee Garcia
908.0,6.0,11,77.0,908,Lee Garcia
908.0,7.0,11,76.0,908,Lee Garcia
908.0,16.0,11,89.0,908,Lee Garcia
908.0,17.0,11,79.0,908,Lee Garcia
908.0,18.0,11,72.5,908,Lee Garcia
909.0,2.0,14,80.25,909,Keith Burns
909.0,4.0,14,90.0,909,Keith Burns
909.0,5.0,14,67.0,909,Keith Burns
909.0,7.0,14,78.0,909,Keith Burns
909.0,11.0,14,74.0,909,Keith Burns
909.0,14.0,14,75.0,909,Keith Burns
909.0,15.0,14,84.0,909,Keith Burns
909.0,17.0,14,77.0,909,Keith Burns
909.0,19.0,14,77.0,909,Keith Burns
909.0,20.0,14,81.0,909,Keith Burns
910.0,1.0,11,84.0,910,Emily Lopez
910.0,2.0,11,84.25,910,Emily Lopez
910.0,5.0,11,90.0,910,Emily Lopez
910.0,6.0,11,81.0,910,Emily Lopez
910.0,13.0,11,85.0,910,Emily Lopez
910.0,14.0,11,73.0,910,Emily Lopez
910.0,17.0,11,78.0,910,Emily Lopez
910.0,20.0,11,90.0,910,Emily Lopez
911.0,2.0,13,80.79999999999998,911,Robert King
911.0,6.0,13,85.0,911,Robert King
911.0,7.0,13,82.5,911,Robert King
911.0,9.0,13,88.0,911,Robert King
911.0,11.0,13,75.0,911,Robert King
911.0,15.0,13,68.0,911,Robert King
911.0,16.0,13,74.0,911,Robert King
911.0,17.0,13,76.0,911,Robert King
912.0,2.0,11,80.5,912,Barbara Arnold
912.0,3.0,11,93.0,912,Barbara Arnold
912.0,4.0,11,63.0,912,Barbara Arnold
912.0,11.0,11,67.0,912,Barbara Arnold
912.0,16.0,11,84.0,912,Barbara Arnold
912.0,17.0,11,78.0,912,Barbara Arnold
912.0,20.0,11,85.5,912,Barbara Arnold
913.0,2.0,13,72.25,913,Ronald Cunningham DDS
913.0,3.0,13,80.0,913,Ronald Cunningham DDS
913.0,5.0,13,85.0,913,Ronald Cunningham DDS
913.0,6.0,13,80.0,913,Ronald Cunningham DDS
913.0,7.0,13,91.0,913,Ronald Cunningham DDS
913.0,8.0,13,77.0,913,Ronald Cunningham DDS
913.0,17.0,13,72.0,913,Ronald Cunningham DDS
913.0,19.0,13,65.0,913,Ronald Cunningham DDS
914.0,2.0,12,77.75,914,Barbara Benton
914.0,6.0,12,81.0,914,Barbara Benton
914.0,8.0,12,87.0,914,Barbara Benton
914.0,13.0,12,88.0,914,Barbara Benton
914.0,15.0,12,82.0,914,Barbara Benton
914.0,17.0,12,76.0,914,Barbara Benton
914.0,18.0,12,99.0,914,Barbara Benton
914.0,20.0,12,70.0,914,Barbara Benton
915.0,2.0,11,83.25,915,Donna Hamilton
915.0,4.0,11,72.0,915,Donna Hamilton
915.0,8.0,11,75.0,915,Donna Hamilton
915.0,10.0,11,78.0,915,Donna Hamilton
915.0,12.0,11,86.0,915,Donna Hamilton
915.0,17.0,11,70.0,915,Donna Hamilton
915.0,18.0,11,78.0,915,Donna Hamilton
915.0,19.0,11,81.0,915,Donna Hamilton
916.0,1.0,12,78.0,916,Brittany Lane
916.0,2.0,12,78.8,916,Brittany Lane
916.0,7.0,12,75.5,916,Brittany Lane
916.0,8.0,12,75.0,916,Brittany Lane
916.0,11.0,12,76.0,916,Brittany Lane
916.0,16.0,12,75.0,916,Brittany Lane
916.0,17.0,12,85.0,916,Brittany Lane
